created_at;full_text;importance_level;problem_type;text_length
2024-01-30 07:51:16+00:00;ca fait des mois qu’@engiepartfr me reclame 57222 sans me dire ce que c’est facture de septembre rien du tout de cette somme et facture de novembre ca apparait en report de la facture precedente ca fait des mois et rien et ils m’ont mis en recouvrement @engiepartsav;IMPORTANT;Problèmes de Facturation;266
2024-01-30 12:09:47+00:00;@engiepartfr me menace de me reduire l’electricite si je ne paye pas une facture de regularisation de 533 je veux bien la payer mais ils ne veulent pas que je paye en 5x uniquement en 2x nils sont meprisant et hautain npourquoi refusent-il de m’aidern;IMPORTANT;Problèmes de Facturation;251
2024-01-31 06:14:04+00:00;@engiepartfr hello @engiepartfr @engie cela fait un moment que le suivi de conso est cassenelec gaznvous pouvez faire qqchose;NEUTRE;Demande d'information;125
2024-01-31 10:37:10+00:00;@engiepartfr engie c'est aussi cette entreprise qui est capable de mettre en panne une chaudiere chez une femme de 94 ans le pire etant que les autorites judiciaire saisies et la dgccrf se gardent bien de venir soutenir cette femme seule a poitierspas touche engie;URGENT;Critique;264
2024-01-31 11:07:50+00:00;mais pas ma facturenen 2020 je consommais 1694m3 et payais 1080nen 2021 j'installe un poele a boisnen 2023 j'ai consomme 1127m3-33net paye1033-4n@engiepartfr vs vs etes foutu mes economies ds la poche avec lesquelles je comptais acheter mon boisnquel bon business;IMPORTANT;Problèmes de Facturation;263
2024-01-31 13:04:45+00:00;@engiepartfr;URGENT;Panne;12
2024-01-31 17:05:15+00:00;en passant de 1 a 31 d’ dans le mix energetique d’@engiechile en 5 ans amp en annoncant notre sortie du charbon @engiegroup decarbone son activite amp accelere la nobjectif 2026 60 d’ dans notre mix n;URGENT;Panne;200
2024-01-31 17:17:08+00:00;@engiepartfr @engiegroup j'appelle hier le service client pour un bug sur l'espace client au niveau du suivi conso on devait me rappeler aujourd'hui personne je rappelle le service expliquant a nouveau mon probleme on me transfere une autre personne qui s'etonne;IMPORTANT;Problèmes avec l'Application;262
2024-02-01 10:51:40+00:00;@engiepartfr bonjour impossible de me connecter a l'espace pour devenir client message d'erreur en pj mon adresse ip est 514918250 cdt;IMPORTANT;Problèmes de Facturation;134
2024-02-01 10:53:20+00:00;@engiepartsav bonjour impossible de me connecter au site pour devenir client ci-dessous le message d'erreur mon adresse ip est 514918250 cdt;IMPORTANT;Problèmes de Facturation;140
2024-02-01 14:19:47+00:00;@engiepartfr apres avoir recu mon rappel de charges de coproprieteje suis locataire je vois 3500euros pour 90m3 d'eau chaudeappelant engie on me sors comme nous avons une chaudiere pour le chauffage et l'eau et bien que le bouclier tarifaire ne s'appliquait que sur un seul;URGENT;Critique;273
2024-02-02 14:49:33+00:00;@engiepartsav 2 mois que j’appelle pour un rendez-vous d’entretien d’une clim gainable 2 mois que vos teleoperateurs me promenent gros ras le bol;IMPORTANT;Délais d'Intervention;145
2024-02-02 17:45:18+00:00;@engiepartfr @engiesolutions @engiegroup j'ai un probleme veuillez me le regler rapidement svp;URGENT;Panne;94
2024-02-03 14:39:39+00:00;@engiepartfr cette est bafouee par vous en 1er depuis que j’ai change de fournisseur d’electricite je recois de multiples messages vocaux sur les economies d’electricite vous avez un avis;NEUTRE;Demande d'information;187
2024-02-05 08:38:46+00:00;@engiepartsav nnimpossible de me connecter a l espace client vous utiliser le waf d' aws cloudfront nmon adresse ip se trouve dans le range 51491760/20 asn47548nmerci de verifier les logs du waf les objets hostingproviderlist ou awsmanagedipreputationlist nous filtrent;URGENT;Critique;269
2024-02-05 09:29:59+00:00;@engiegroup @engiepartfr c'est top de mettre une application pour suivre notre consommation mais si on peut jamais y acceder car ca bug tout le temps aucun interet;IMPORTANT;Problèmes avec l'Application;163
2024-02-06 16:23:34+00:00;a equipements et utilisation similaires depuis 3 ans voici mes factures @engiepartfr @engiegroup sur les 3 dernieres annees n2021 1070n2022 1152n2023 1594nnl'enculerie c'est jusqu'ou;IMPORTANT;Problèmes de Facturation;182
2024-02-07 08:14:03+00:00;@engiepartfr vous etes serieux lann 100/mois d'augmentation sur ma facture d'electricite nvous etes serieux lanj'ai fait x2 sur ma facture nnfaut m'expliquer le delire car ca va clairement pas etre possible;IMPORTANT;Problèmes de Facturation;206
2024-02-07 22:50:54+00:00;bon il me semble que @engiepartfr ont 1 soucis avec le suivi conso car idem mon pere a eu une enorme difference sur sa facture par rapport a sa conso donnee par le suivindonc quand on nous dit qu'on peut savoir sa conso en temps reel;IMPORTANT;Problèmes de Facturation;233
2024-02-08 07:34:02+00:00;la regul d'electricite a 600 pour un 40m2 en chauffant a meme pas 18 degres ca va etre super 2024 merci @engiepartfr;URGENT;Panne;116
2024-02-09 07:11:50+00:00;@engiepartfr une simple question dans vos factures il y a les frais de la gestion de votre appli mobile et votre site internet pour connaitre notre consommation si oui vous me devez un gros geste commercial parce que sur les deux impossible de s'informern;IMPORTANT;Problèmes de Facturation;255
2024-02-09 09:12:14+00:00;@engiepartfr y’a votre appli qui est en carafe depuis 4 jours et ca commence a me saouler de ouf;IMPORTANT;Délais d'Intervention;96
2024-02-09 19:47:47+00:00;@engiepartfr entre menteur et voleur 3 mois pour que m'explique qu'ils ont du augmenter mon abonnement gaz sans me prevenir de 30 a 334/an on est loin des tarifs annonces sur votre site;IMPORTANT;Problèmes de Facturation;185
2024-02-09 21:24:40+00:00;@engiepartfr vous jouez avec moi ou quoi c’est quoi ce bordel reprenez vous vous allez pas nous voler comme ca cest scandaleux;URGENT;Critique;126
2024-02-10 20:46:06+00:00;@juliendoclot @engiepartfr c'est pire;URGENT;Panne;37
2024-02-11 21:49:58+00:00;happ-e by @engiepartfr qui me preleve deux fois sur un meme compteur qu’ils etaient cense me cloturer suite a leur erreur et qui repondent pas par le service client donc sur un meme linky j’ai deux factures happe qui devraient pas exister 1 engie ca va sinon;IMPORTANT;Problèmes de Facturation;258
2024-02-12 10:28:06+00:00;c'est marrant on consomme moins mais @engiepartfr augmente tellement ses tarifs que les mensualites augmentent quand memen26 par mois quel plaisir;IMPORTANT;Problèmes de Facturation;146
2024-02-12 12:21:19+00:00;n@engieprofr @engiepartsav nnc’est bon on arrete de jouer n nsuis-je la seule a recevoir ces offres debilesnet aucun lien ne fonctionne pour se desabonner n nharcelement abusif;URGENT;Panne;176
2024-02-12 14:10:07+00:00;@engiepartsav vous n'etes pas capables de tenir vos engagements contractuels et laissez deliberement des foyers sans eaux chaudes;URGENT;Panne;129
2024-02-13 11:32:58+00:00;@atlanticfrance @engiepartfr @atlanticfrance pendant ce temps la nous avons un ballon en mode secours qui consomme donc plus a qui doit on s'adresser pour que ca bouge enfin le manque de communication entre toutes les unites nous met dans une position dans laquelle nous n'avons rien demande;NEUTRE;Demande d'information;291
2024-02-13 11:50:41+00:00;@engiepartsav bonjour je l'ai deja fait le 25 janvier et je n'ai toujours pas recu de reponse d'ailleurs voici le numero de ma reclamation dem2401-62362811;IMPORTANT;Délais d'Intervention;155
2024-02-13 17:14:49+00:00;super decu du service d'@engiepartfr censee revenir vers nous pour des travaux sur une chaudiere depuis une semaine resultat pas de chauffage pas d'eau chaude la galere;URGENT;Critique;168
2024-02-14 09:11:26+00:00;@engiepartfr vous faites des pubs tv avec tout le topo commercial mais vous ne repondez pas a la question le chauffage on allume on baisse ou on eteint pareil pour le seche-cheveux merci;URGENT;Critique;186
2024-02-15 17:35:06+00:00;@engiepartfr vous etes des voleurs ncela ne vous derange pas d'augmenter vos tarifs de presque 50 en periode d'inflation nnjanvier 2023 360 pour 2397 kwhnjanvier 2024 677 pour 2355 kwhnn@ufcquechoisir @medenergie @rolandlescure;IMPORTANT;Problèmes de Facturation;227
2024-02-17 09:54:15+00:00;belle methode @engiepartfr @engiegroup npour l’histoire nous avons ete demarche par un de vos commerciaux qui nous annonce 135/mois nune fois le contrat signe nous sommes a 240/mois nnmerci pour la franchise de la personne du service client qui nous dis la verite;IMPORTANT;Problèmes de Facturation;263
2024-02-17 19:29:27+00:00;en 2024 l'electricite s'envole avec @engiepartfrnnj'attends qu'il corrige;URGENT;Panne;73
2024-02-18 21:24:34+00:00;@engiepartfr vous pensez qu’un jour votre appli marchera correctement c’est ca toutes les semaines;IMPORTANT;Délais d'Intervention;98
2024-02-19 11:47:20+00:00;@engiepartfr pouvez-vous confirmer la hausse que vous allez appliquer nautour de moi personne n'a ete informe;URGENT;Panne;109
2024-02-19 12:37:10+00:00;merci @engiepartfr chauffe presque pasmaxi 195degres racket et en marche;URGENT;Panne;72
2024-02-19 13:08:30+00:00;belle surprise en rentrant de vacances 800 d’electricite alors que ma consommation n’a pas change depuis deux mois nje ne veux pas etre grossiere mais la @engiepartfr se fout de nous nils ont cloture 2023 avec un benefice de 4 milliards d’ n;IMPORTANT;Problèmes de Facturation;241
2024-02-20 07:26:15+00:00;@engiegroup @engiepartfr vous pouvez me mp svp;URGENT;Panne;46
2024-02-20 10:32:44+00:00;dites donc @engiepartfr c'est normal que mon tarif gaz passe de 9 a 13 centimes le kwh en plein contrat de 3 ans signe en mars 2022;IMPORTANT;Problèmes de Facturation;131
2024-02-20 17:26:46+00:00;coucou @engiepartfr ca va tranquille les augmentations sur le cout d'un abonnement 120 de plus en 2 ans;IMPORTANT;Problèmes de Facturation;103
2024-02-21 17:46:23+00:00;bonjour @engiegroup et @edfofficielnnaujourd'hui j'ai recu 2 appels frauduleux usurpant le nom de vos entreprises afin de tenter de me soutirer des informations meme en etant sur bloctelnnc'est vraiment peniblennavez-vous un service juridique que ca peut interesser nn1/2;IMPORTANT;Délais d'Intervention;271
2024-02-21 18:39:59+00:00;@engiepartfr qui augmente mes mensualites de 42 par mois en deux ans mes mensualites ont double pour exactement la meme conso en 2025 je passe a 250 par mois c’est ca;IMPORTANT;Délais d'Intervention;166
2024-02-22 08:38:16+00:00;@engiepartfr @engiegroup @enedis @enedisclients @enedisparis n200 pour 30m2 avec des equipements neufs des factures enormes incoherentes qui augmentent de 20 en 24h n/ nous attendons des explications claires et rapides avant de passer a la justice;IMPORTANT;Problèmes de Facturation;247
2024-02-22 11:06:34+00:00;@engiepartfr @enedisclients @enedis @engiepartfr arnaquent les particuliers des factures incoherentes et un personnel incapable de fournir des explicationsncette consommation est impossible pour 30m2 et le chauffage eteint nexpliquez vous;IMPORTANT;Problèmes de Facturation;238
2024-02-22 12:05:34+00:00;merci pour ces precieuses informations @engiepartfr;NEUTRE;Demande d'information;51
2024-02-23 10:38:19+00:00;il est 11h38 il te reste 22 minutes depeche-toi @engiepartfr;URGENT;Panne;60
2024-02-25 09:25:19+00:00;@engiepartfr c'est sympa de changer le contrat pour me le facturer plus cher alors que je n'ai rien demande c'est de la fraude;IMPORTANT;Problèmes de Facturation;126
2024-02-25 12:30:35+00:00;@engiepartfr n’est pasncapable de nous fournir les factures sur 1 an mais en plus nimpossible de les joindre puis ils osent nous dire qu’ils plafonnent les prix et on se fait truander de 25 d’augmentation ncomment on a pu en arriver la n@60millions n@courbetjulien n@litigefr;IMPORTANT;Problèmes de Facturation;275
2024-02-26 07:52:23+00:00;en france c'est apparemment possible d'etre sans chauffage ni eau chaude durant trois jours en hiver alors qu'il fait moins de dix degres dans la maison merci engie @engiepartfr;URGENT;Critique;177
2024-02-26 08:44:39+00:00;ca fait des mois que @engiepartsav me reclame 57222 sans savoir me dire ce qu’est cette somme mes abonnements et consommations ont ete payes et cette somme qui sort de nulle part je sens que je vais partir et dire bonjour a @edfofficiel;IMPORTANT;Problèmes de Facturation;236
2024-02-27 07:45:24+00:00;je decouvre dans les comms que je ne suis pas la seule a me faire tabasser par @engiepartfr nok je suis dans une pas super isolee en chauffant a minima pour pas etre obligee d'etre en pull/plaid/chaussettes en sdb et chambre c'est 300/mois idem ceux en appart' visiblement;IMPORTANT;Délais d'Intervention;272
2024-02-27 10:00:11+00:00;vrai ou faux nnbaisser le chauffage d'un degre permet de realiser environ 7 d'economies d'energiennla reponse demain sur @engiepartfr;URGENT;Critique;133
2024-02-27 14:02:46+00:00;@engiepartfr le site est en panne depuis 2 jours quand pourrons nous y avoir acces s’il vous plait;URGENT;Critique;98
2024-02-28 06:08:47+00:00;@engiepartfr je vous hais c'est pas possible d'etre aussi con ma parole vous servez a rien on a beau vous appeler 10 fois vous regler jamais le probleme 700 de preleve comme ca alors que la facture est une erreur d'apres vos dires allez vous faire foutre;IMPORTANT;Problèmes de Facturation;254
2024-02-28 07:43:16+00:00;@engiepartfr 3 semaines pour traiter un dossier et recevoir une piece disponible en 2 jours chez cedeonpas d'eau chaude et de chauffage en plein hiver et ils s'en foutent royalement on se rend compte que l'on paie un abonnement d'entretien sans aucun service derriere;IMPORTANT;Délais d'Intervention;267
2024-02-28 09:31:22+00:00;@engiepartfr c'est normal que vos employes nous racroche au nez;URGENT;Panne;63
2024-02-28 12:00:04+00:00;@engiepartfr c'est deja fait;URGENT;Panne;28
2024-02-28 12:38:31+00:00;@engiepartfr 2 rdv annules en novembre et decembre 2023 puis enfin un rdv lundi avec un technicien pour l’entretien annuel de ma chaudiere et depuis lundi que des problemes alors que ma chaudiere allait tres bien avant ca;IMPORTANT;Délais d'Intervention;221
